,Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
4792,23,Non-binary,PhD,Widowed,76441.0,798.0,26307.0,Personal,Unemployed,11,Excellent,0.101370246386396,290855.0,0.0,Jacobside,FM,Vietnam,3.0,2,Low
4794,22,Non-binary,High School,Divorced,88165.0,738.0,44765.0,Auto,Unemployed,3,Fair,0.4251318496573087,94271.0,2.0,Rogerbury,NM,Tokelau,0.0,0,Low
4795,50,Non-binary,Bachelor's,Single,54889.0,614.0,12851.0,Business,Unemployed,0,Good,0.1797438066030552,20292.0,0.0,North Davidville,MT,Trinidad and Tobago,2.0,1,Low
4796,69,Non-binary,Bachelor's,Married,31344.0,628.0,16623.0,Auto,Self-employed,17,Poor,0.3122908736335769,80124.0,0.0,Davidfort,IL,Tunisia,0.0,1,Medium
4798,51,Female,Bachelor's,Widowed,90766.0,651.0,25240.0,Auto,Employed,11,Fair,0.4563018350947524,163457.0,2.0,East Dawn,MH,Kenya,2.0,1,Low
4799,64,Non-binary,PhD,Married,51094.0,758.0,7215.0,Business,Unemployed,16,Fair,0.4221520362100908,190645.0,3.0,East Douglas,MD,Mayotte,2.0,1,Low
4800,33,Non-binary,Master's,Divorced,83554.0,743.0,48664.0,Home,Unemployed,16,Fair,0.2545930200078888,96989.0,0.0,Brooksville,AS,Pitcairn Islands,0.0,1,Low
4802,53,Male,Master's,Divorced,62876.0,690.0,39134.0,Auto,Employed,9,Good,0.5466924539341621,55565.0,4.0,North Jennifer,DC,Bermuda,4.0,1,Medium
4804,58,Female,PhD,Divorced,59113.0,716.0,17384.0,Auto,Self-employed,15,Excellent,0.3669053643028911,140585.0,1.0,Lake Taylorfurt,UT,Montenegro,3.0,0,Low
4806,65,Non-binary,Master's,Married,24054.0,731.0,15988.0,Home,Employed,15,Excellent,0.181721257665407,114409.0,3.0,Lake Aaronside,AZ,Central African Republic,1.0,2,Medium
4807,63,Non-binary,Master's,Divorced,107017.0,770.0,42405.0,Personal,Unemployed,9,Fair,0.5456232693573372,128462.0,3.0,Matthewhaven,AS,Niger,4.0,1,High
4809,40,Male,Master's,Married,53808.0,634.0,42080.0,Home,Unemployed,6,Good,0.1196078365301672,126718.0,0.0,New Jose,AK,Oman,0.0,0,High
4812,61,Male,Master's,Divorced,81271.0,659.0,32241.0,Home,Unemployed,5,Good,0.1278719814242579,118172.0,4.0,Port Lori,AK,Serbia,1.0,0,Low
4816,20,Female,High School,Single,82906.0,626.0,16722.0,Personal,Self-employed,17,Fair,0.5319746104931626,159448.0,0.0,Smithfurt,TN,Guadeloupe,0.0,1,Low
4817,61,Male,Bachelor's,Single,26732.0,668.0,31107.0,Auto,Unemployed,16,Poor,0.1819744268530428,64741.0,0.0,Flowersshire,NH,Kyrgyz Republic,4.0,0,High
4818,30,Female,Master's,Single,30244.0,704.0,33654.0,Personal,Self-employed,0,Poor,0.4027965595958653,118539.0,0.0,North Alison,MT,Portugal,1.0,1,Medium
4820,24,Female,Master's,Married,109043.0,721.0,41973.0,Personal,Self-employed,17,Excellent,0.2439647845339444,154466.0,4.0,South Kenneth,WA,Taiwan,0.0,1,Low
4821,23,Female,High School,Widowed,30707.0,704.0,34617.0,Personal,Employed,19,Excellent,0.1432770125750126,175278.0,0.0,Thomasport,VI,Mexico,0.0,2,Low
4823,68,Male,Master's,Single,73389.0,669.0,43202.0,Business,Employed,14,Poor,0.3038131858716869,204985.0,2.0,West Jacob,NJ,Christmas Island,3.0,1,Low
4825,21,Non-binary,Master's,Married,100337.0,687.0,36805.0,Home,Employed,4,Excellent,0.3216078108837094,274938.0,2.0,Port Michellehaven,HI,South Africa,0.0,2,Low
4827,38,Non-binary,Bachelor's,Married,50268.0,759.0,16460.0,Business,Self-employed,13,Excellent,0.5188672128124685,278633.0,4.0,Sanchezmouth,VT,Zambia,4.0,0,Low
4831,40,Female,Bachelor's,Divorced,118724.0,672.0,26768.0,Business,Employed,11,Good,0.2685988754263756,89352.0,0.0,Lunaborough,PW,Belarus,0.0,2,Low
4835,32,Female,High School,Married,51795.0,797.0,29238.0,Home,Employed,19,Excellent,0.1221212285489114,212520.0,3.0,West Allison,VT,United States of America,0.0,1,Low
4837,46,Male,High School,Single,87635.0,735.0,45571.0,Auto,Employed,12,Excellent,0.2536654148841023,84663.0,0.0,Salasmouth,PW,Guadeloupe,0.0,1,High
4838,49,Non-binary,PhD,Divorced,37637.0,690.0,25005.0,Business,Employed,3,Good,0.5809759981135868,55875.0,0.0,East Daniel,MN,Niue,4.0,1,Low
4840,56,Male,High School,Widowed,42597.0,644.0,35406.0,Auto,Employed,11,Poor,0.1464396842286443,188660.0,3.0,West Barbarafurt,NJ,Faroe Islands,2.0,2,Medium
4841,69,Non-binary,High School,Married,36040.0,737.0,11112.0,Personal,Self-employed,4,Excellent,0.301944641298927,79983.0,3.0,South George,KS,Mauritania,4.0,1,Low
4843,21,Female,High School,Divorced,96729.0,649.0,28026.0,Auto,Unemployed,9,Excellent,0.275403211022572,70784.0,0.0,Port Angela,WI,Serbia,4.0,2,Low
4844,33,Male,High School,Divorced,51147.0,724.0,24812.0,Personal,Unemployed,11,Poor,0.310227432144016,222225.0,3.0,North Brendanhaven,MP,Comoros,4.0,1,Low
4845,65,Non-binary,High School,Divorced,113077.0,661.0,14167.0,Home,Unemployed,8,Poor,0.3752436903196106,178806.0,0.0,Lake Emily,CA,Niue,0.0,2,Medium
4846,22,Male,High School,Single,100746.0,776.0,45106.0,Personal,Unemployed,8,Excellent,0.5968182704197631,110919.0,2.0,Susanfurt,VA,Japan,0.0,0,Low
4847,39,Female,High School,Divorced,93634.0,642.0,8039.0,Home,Employed,3,Good,0.4909689635776663,24931.0,2.0,Tuckerview,CA,Western Sahara,4.0,0,Low
4848,57,Female,PhD,Married,89998.0,765.0,21077.0,Home,Employed,7,Fair,0.2617790655311751,263635.0,4.0,Brittanyside,KS,Cote d'Ivoire,2.0,1,Low
4849,66,Female,High School,Widowed,96990.0,762.0,16970.0,Auto,Employed,10,Fair,0.2384460543777734,165982.0,3.0,Port Kelly,TN,Peru,0.0,0,Medium
4850,49,Male,PhD,Single,115024.0,692.0,7760.0,Personal,Employed,12,Poor,0.5368295158459647,207226.0,4.0,Warrenfort,MD,Bulgaria,0.0,0,Low
4856,29,Non-binary,Master's,Single,41086.0,632.0,8447.0,Auto,Employed,11,Fair,0.1483764189465858,45835.0,3.0,West Christopher,GU,Turkey,3.0,2,High
4857,68,Male,Master's,Divorced,92035.0,728.0,34079.0,Auto,Unemployed,1,Fair,0.5018989478634373,49615.0,3.0,West Jenniferland,MP,Poland,4.0,2,Low
4858,43,Non-binary,Bachelor's,Married,116889.0,611.0,20317.0,Home,Unemployed,10,Poor,0.3171031300462875,91033.0,0.0,New Dennis,VT,Sierra Leone,2.0,0,Low
4864,67,Non-binary,High School,Single,107834.0,707.0,47191.0,Home,Employed,12,Fair,0.5526960308293662,275820.0,4.0,Isabelland,AL,Saint Vincent and the Grenadines,0.0,1,Low
4867,61,Female,Master's,Single,116920.0,698.0,34671.0,Auto,Unemployed,8,Fair,0.4742075803719582,193391.0,1.0,Smithborough,NH,Uruguay,0.0,2,Low
4868,67,Male,Bachelor's,Widowed,93098.0,640.0,14192.0,Auto,Unemployed,9,Poor,0.543843539125099,162013.0,2.0,Port Bradley,MO,Comoros,4.0,2,Low
4869,55,Non-binary,PhD,Widowed,74592.0,698.0,24633.0,Business,Unemployed,12,Excellent,0.2726955822478411,89876.0,4.0,West Jose,IN,Nicaragua,0.0,2,Low
4871,19,Male,Master's,Single,90494.0,701.0,44737.0,Business,Employed,17,Fair,0.4391432371203578,247167.0,2.0,Nicoleborough,AS,Palau,1.0,0,Medium
4873,62,Male,PhD,Widowed,111512.0,794.0,26061.0,Home,Unemployed,13,Poor,0.1706396923188991,90373.0,4.0,Margaretland,MN,Luxembourg,0.0,1,Low
4874,40,Female,High School,Single,30866.0,734.0,21753.0,Home,Self-employed,18,Excellent,0.3532047878376511,178641.0,0.0,Lake Nicole,SC,Guyana,2.0,1,Low
4877,54,Non-binary,Master's,Married,45583.0,679.0,36374.0,Personal,Employed,17,Poor,0.313967981129015,41576.0,2.0,Darleneside,MP,Papua New Guinea,0.0,2,Medium
4878,43,Non-binary,Master's,Married,111860.0,623.0,16743.0,Auto,Unemployed,19,Excellent,0.1686611295491968,115657.0,1.0,Stanleybury,KS,Estonia,4.0,2,Low
4880,21,Female,High School,Widowed,65330.0,619.0,48155.0,Home,Self-employed,19,Fair,0.4592998446342838,113279.0,3.0,New Adam,MS,Grenada,3.0,2,Low
4881,41,Female,High School,Divorced,63924.0,727.0,14588.0,Personal,Employed,0,Excellent,0.3892078870125386,253162.0,2.0,Lake Charles,GA,Saint Vincent and the Grenadines,0.0,1,Medium
4885,52,Non-binary,PhD,Single,47603.0,665.0,49815.0,Business,Self-employed,13,Good,0.3065549734789341,87571.0,0.0,Port Charles,IN,Greece,4.0,0,Low
4886,23,Female,Master's,Single,44512.0,757.0,24839.0,Personal,Self-employed,17,Good,0.4592740349138619,102429.0,1.0,Danieltown,SC,Gabon,2.0,2,Low
4890,38,Male,Bachelor's,Divorced,84928.0,777.0,6488.0,Business,Self-employed,4,Good,0.3659197099087239,60418.0,1.0,Debbiestad,NJ,Lao People's Democratic Republic,0.0,0,Low
4891,23,Female,High School,Married,35648.0,705.0,5496.0,Home,Self-employed,1,Excellent,0.4744612113896719,211248.0,3.0,Lake Courtney,IL,Netherlands,3.0,1,Low
4893,38,Male,Bachelor's,Married,72182.0,624.0,34000.0,Business,Self-employed,7,Fair,0.3584478659849123,256579.0,1.0,Michaelbury,DC,Saint Kitts and Nevis,3.0,0,Low
4895,69,Male,PhD,Single,23034.0,793.0,11923.0,Personal,Unemployed,1,Excellent,0.3972879928142546,255166.0,1.0,New Nicoleview,ID,Cayman Islands,4.0,0,Low
4896,46,Female,PhD,Single,24409.0,721.0,45270.0,Home,Employed,10,Poor,0.590358335604193,228689.0,2.0,Elizabethbury,NE,Tajikistan,4.0,1,High
4898,20,Male,High School,Married,68575.0,686.0,38653.0,Auto,Employed,0,Excellent,0.1718169017742209,216093.0,3.0,West Lauren,AR,Netherlands,1.0,0,Medium
4901,20,Female,Master's,Widowed,48688.0,780.0,45080.0,Business,Self-employed,4,Excellent,0.2068038760579205,85342.0,3.0,East Stephaniemouth,SC,France,2.0,2,Low
4904,58,Male,High School,Married,85430.0,681.0,20415.0,Auto,Employed,12,Fair,0.2977127532193918,190710.0,3.0,Katherineview,KS,New Caledonia,4.0,1,Medium
4905,38,Male,Master's,Widowed,69107.0,741.0,46300.0,Home,Unemployed,18,Fair,0.2428966761528202,278805.0,0.0,Simpsonland,CA,Norway,3.0,0,Low
4908,47,Male,Master's,Divorced,68704.0,626.0,18672.0,Home,Unemployed,16,Excellent,0.1238013341308129,233651.0,4.0,New Laura,VI,Azerbaijan,2.0,0,Low
4909,52,Non-binary,High School,Single,42625.0,619.0,28194.0,Business,Unemployed,3,Excellent,0.1097376621598172,98874.0,4.0,Bakerport,PW,Cyprus,1.0,1,High
4911,34,Female,High School,Widowed,58738.0,634.0,37272.0,Home,Self-employed,10,Poor,0.3803008054206522,190369.0,3.0,Andrewton,CO,Puerto Rico,4.0,0,Medium
4912,40,Female,High School,Married,88769.0,622.0,13320.0,Home,Self-employed,15,Poor,0.4250382597420301,111560.0,2.0,South Kimberly,DC,Slovenia,2.0,0,Medium
4914,66,Non-binary,PhD,Divorced,23512.0,761.0,5368.0,Business,Employed,14,Good,0.5241155540452715,199402.0,0.0,Cobbview,CO,Morocco,4.0,2,Low
4915,62,Male,Master's,Married,102755.0,766.0,37035.0,Auto,Self-employed,17,Fair,0.2716346785820686,177527.0,0.0,Michaelfurt,UT,Malawi,0.0,0,Low
4917,65,Male,High School,Single,94102.0,660.0,41884.0,Personal,Unemployed,4,Poor,0.5078133753607824,168309.0,0.0,West Sharon,PA,Namibia,2.0,1,Medium
4919,23,Male,Bachelor's,Widowed,35077.0,684.0,45861.0,Home,Self-employed,11,Fair,0.5748394324705096,270279.0,1.0,Manningberg,WV,Spain,0.0,1,Low
4920,42,Non-binary,Master's,Married,101449.0,638.0,34278.0,Business,Self-employed,15,Fair,0.4578546745882872,218971.0,4.0,Evanburgh,MS,Palestinian Territory,0.0,2,Medium
4921,68,Non-binary,PhD,Single,48774.0,638.0,11797.0,Home,Employed,5,Fair,0.4409346094535478,280685.0,3.0,Watsonshire,HI,Saint Kitts and Nevis,0.0,1,Low
4924,38,Female,Master's,Married,84557.0,736.0,23495.0,Business,Unemployed,13,Good,0.4887004042527439,119112.0,2.0,Butlerton,OH,Saint Pierre and Miquelon,0.0,0,Low
4926,67,Non-binary,High School,Married,95752.0,653.0,35243.0,Personal,Employed,16,Good,0.1237865088181772,85542.0,2.0,Costastad,MD,Belarus,0.0,2,Low
4928,53,Non-binary,High School,Single,111071.0,659.0,15634.0,Personal,Employed,1,Poor,0.2247859701013083,82934.0,2.0,Sherrihaven,NH,Tuvalu,2.0,2,Low
4929,27,Male,High School,Widowed,115131.0,652.0,22735.0,Auto,Employed,4,Good,0.4140436795525222,299097.0,0.0,Laneborough,OH,Germany,3.0,1,Medium
4931,48,Male,PhD,Married,25769.0,728.0,30657.0,Auto,Employed,3,Excellent,0.5963982587336577,136759.0,1.0,Sonyaville,NV,Kiribati,3.0,0,Low
4932,52,Female,PhD,Divorced,30621.0,713.0,30347.0,Auto,Unemployed,16,Excellent,0.5937134646021195,202960.0,0.0,Zamoraburgh,DE,Bangladesh,3.0,1,Low
4933,59,Male,High School,Widowed,39332.0,761.0,8243.0,Personal,Self-employed,9,Good,0.3616789229059663,291571.0,1.0,Lawsonhaven,NM,Guyana,3.0,0,Low
4934,44,Male,High School,Married,69966.0,651.0,31592.0,Home,Employed,6,Poor,0.3391364620777697,62134.0,3.0,South Christophertown,WA,Grenada,3.0,1,Low
4935,22,Female,PhD,Single,61230.0,661.0,17515.0,Personal,Employed,0,Fair,0.2962937779017243,229799.0,1.0,Port Christopher,CA,Fiji,3.0,1,Low
4936,47,Male,Master's,Widowed,84912.0,796.0,9930.0,Business,Self-employed,4,Excellent,0.2489357045381763,51325.0,2.0,Port Antoniochester,WV,Argentina,0.0,2,Medium
4937,25,Male,PhD,Divorced,103598.0,682.0,30151.0,Personal,Unemployed,6,Excellent,0.2231331623666562,107263.0,0.0,Richside,KS,North Macedonia,0.0,0,Medium
4938,52,Non-binary,Bachelor's,Single,62180.0,762.0,47971.0,Home,Employed,16,Fair,0.5734866363397739,214999.0,1.0,North Nicholasbury,AS,Anguilla,0.0,1,Medium
4941,29,Female,Bachelor's,Married,104267.0,754.0,9531.0,Business,Employed,5,Excellent,0.5349676460639069,192729.0,0.0,Kellybury,CA,Martinique,4.0,1,Medium
4942,51,Male,High School,Married,90422.0,769.0,22219.0,Personal,Unemployed,11,Fair,0.4602049034950048,147198.0,1.0,Myersstad,GA,Togo,1.0,0,Medium
4943,28,Male,Bachelor's,Married,105000.0,763.0,45284.0,Business,Unemployed,15,Fair,0.3911564248810451,276451.0,1.0,East Andrew,OH,Hong Kong,1.0,0,Medium
4945,63,Female,Bachelor's,Single,114583.0,749.0,8324.0,Auto,Employed,7,Fair,0.4277809202696591,214885.0,3.0,Rubioborough,LA,Belgium,4.0,1,Low
4946,18,Male,High School,Widowed,28787.0,726.0,48484.0,Auto,Employed,4,Fair,0.1962671713323061,73082.0,0.0,Port Kathleen,AZ,Latvia,1.0,2,Medium
4947,35,Male,Bachelor's,Single,40428.0,762.0,8651.0,Auto,Unemployed,4,Good,0.1542775891816909,115972.0,4.0,South Robert,MN,Spain,0.0,0,Medium
4948,50,Non-binary,PhD,Widowed,24096.0,704.0,23889.0,Home,Employed,6,Poor,0.4797245654522328,71600.0,1.0,Michaelshire,MP,Mozambique,0.0,1,Low
4950,69,Non-binary,Master's,Single,100596.0,658.0,25983.0,Personal,Unemployed,12,Poor,0.4585021803371656,221759.0,1.0,East Darrenview,KY,Ecuador,0.0,0,Low
4954,49,Female,Master's,Married,39984.0,657.0,16472.0,Auto,Self-employed,0,Excellent,0.5695563982979402,98187.0,4.0,Johnnytown,AL,Saint Barthelemy,2.0,2,Low
4955,30,Male,PhD,Divorced,86533.0,677.0,27479.0,Personal,Employed,13,Good,0.3071162498017831,126999.0,0.0,Heidiberg,NY,Malaysia,0.0,0,Medium
4958,50,Non-binary,High School,Single,82453.0,701.0,12802.0,Business,Self-employed,3,Poor,0.1354904104676973,20374.0,0.0,Tamarastad,HI,Tajikistan,2.0,2,High
4959,18,Male,PhD,Married,65798.0,757.0,40467.0,Business,Unemployed,12,Excellent,0.1349476578331188,69521.0,2.0,Hullmouth,ND,Cape Verde,2.0,1,Medium
4961,22,Non-binary,Master's,Widowed,74235.0,692.0,27277.0,Personal,Unemployed,8,Excellent,0.1782341661615159,254998.0,1.0,South Johnton,SC,Jordan,4.0,2,Low
4964,38,Non-binary,Bachelor's,Single,93480.0,733.0,49851.0,Personal,Self-employed,19,Excellent,0.4458036942252291,31189.0,0.0,Brandyland,SC,French Guiana,2.0,0,Low
4965,62,Female,Master's,Widowed,30272.0,740.0,27423.0,Auto,Employed,7,Fair,0.4915653815541536,93150.0,3.0,Port Billyburgh,MS,Netherlands Antilles,0.0,0,Medium
4967,32,Non-binary,Bachelor's,Married,68640.0,757.0,39149.0,Auto,Unemployed,6,Good,0.3432521364331222,134970.0,2.0,West Kathrynside,TX,Saint Pierre and Miquelon,1.0,0,Medium
4970,56,Male,Bachelor's,Divorced,56735.0,717.0,44137.0,Auto,Employed,2,Good,0.3843899581285448,171869.0,0.0,Lake Stephanieport,ND,United Arab Emirates,0.0,0,High
4971,64,Non-binary,Master's,Married,103634.0,644.0,32694.0,Auto,Employed,18,Good,0.1410943203244943,101682.0,4.0,South Deborahborough,VA,Botswana,2.0,1,Low
4972,46,Male,Bachelor's,Single,63739.0,710.0,32254.0,Business,Unemployed,15,Good,0.5196548392211633,87440.0,3.0,Port Christopher,WY,Singapore,2.0,0,Low
4975,33,Female,PhD,Divorced,60376.0,612.0,16928.0,Home,Self-employed,2,Fair,0.5734432307771484,182076.0,1.0,South Matthewstad,VA,Bouvet Island (Bouvetoya),0.0,2,Low
4976,64,Female,PhD,Married,99428.0,708.0,7806.0,Personal,Unemployed,18,Good,0.4160443667382654,83412.0,2.0,West Hannahburgh,NH,Nigeria,3.0,0,Medium
4977,45,Male,High School,Widowed,55171.0,658.0,12669.0,Auto,Unemployed,5,Poor,0.2237354083466034,63984.0,0.0,Moralesberg,KS,Guernsey,0.0,0,Low
4979,18,Male,Bachelor's,Widowed,54986.0,643.0,45149.0,Home,Unemployed,2,Excellent,0.4565912658220848,278807.0,1.0,Leemouth,MT,Czech Republic,2.0,1,Low
4981,37,Non-binary,Master's,Widowed,38330.0,763.0,28925.0,Personal,Employed,4,Poor,0.2663525445694962,150125.0,4.0,West Justinville,MP,Mexico,1.0,1,Low
4982,21,Female,Bachelor's,Widowed,36447.0,619.0,24804.0,Home,Unemployed,19,Good,0.5946035599111396,245890.0,0.0,North Whitney,IN,Italy,1.0,0,Low
4984,58,Non-binary,PhD,Single,71434.0,747.0,5877.0,Auto,Employed,18,Excellent,0.2555138845219693,30394.0,1.0,Shawnport,NH,Namibia,0.0,1,Low
4985,46,Non-binary,PhD,Divorced,75744.0,631.0,40701.0,Personal,Self-employed,0,Fair,0.2906186773395148,102832.0,4.0,Markfort,NE,Montenegro,3.0,0,Low
4987,42,Male,High School,Single,37830.0,677.0,30839.0,Home,Unemployed,8,Poor,0.2065178169950477,157713.0,0.0,North James,OR,Slovakia (Slovak Republic),1.0,1,Medium
4988,18,Non-binary,Master's,Divorced,20500.0,623.0,28188.0,Auto,Employed,6,Good,0.2860130067156802,195069.0,0.0,Lake Davidfort,AZ,Guyana,2.0,2,Low
4990,67,Non-binary,Master's,Married,27649.0,754.0,38572.0,Home,Employed,18,Fair,0.2899242542659097,60915.0,4.0,Laurenfurt,GU,Belarus,1.0,0,Medium
4991,22,Non-binary,Bachelor's,Widowed,90639.0,620.0,44101.0,Home,Self-employed,16,Good,0.4554125597299927,297705.0,2.0,Jerrybury,WI,Bahamas,1.0,2,Medium
4993,42,Non-binary,Bachelor's,Widowed,98348.0,766.0,9290.0,Personal,Self-employed,16,Fair,0.3829996872356033,150748.0,2.0,Michealfurt,AK,Tuvalu,0.0,2,High
4995,50,Male,High School,Widowed,29780.0,751.0,13692.0,Home,Unemployed,1,Poor,0.1879424468013546,222398.0,0.0,Clayfort,NC,Timor-Leste,0.0,0,Low
4997,43,Non-binary,PhD,Single,89131.0,629.0,8138.0,Personal,Unemployed,10,Excellent,0.3837705791015968,115995.0,0.0,Daviesmouth,MN,Norway,2.0,1,High
5000,64,Male,Master's,Single,51852.0,614.0,42696.0,Business,Self-employed,13,Excellent,0.4997641125633805,144438.0,0.0,Woodton,PW,United Kingdom,1.0,2,Medium
5001,23,Male,PhD,Single,78014.0,655.0,17727.0,Business,Employed,17,Poor,0.2064163457576216,69109.0,0.0,New Joseport,NC,Norfolk Island,0.0,0,Medium
5002,54,Male,Master's,Widowed,110253.0,676.0,21023.0,Auto,Unemployed,9,Excellent,0.4598341255802687,297512.0,4.0,South Christopher,IL,Tanzania,3.0,0,Low
5003,30,Male,Master's,Widowed,50083.0,706.0,39686.0,Personal,Self-employed,14,Fair,0.2211927073532506,209096.0,4.0,Melissaberg,NC,Saint Vincent and the Grenadines,4.0,0,Medium
5004,19,Non-binary,High School,Single,119539.0,787.0,29398.0,Personal,Self-employed,12,Fair,0.4536369406446314,272660.0,2.0,Goodmouth,OR,United Arab Emirates,3.0,1,Low
5005,38,Female,Master's,Married,113110.0,609.0,47964.0,Personal,Self-employed,6,Fair,0.2233933899641771,135360.0,0.0,West Lisa,MI,Singapore,0.0,1,High
5006,57,Male,Master's,Widowed,52322.0,665.0,49360.0,Home,Employed,10,Fair,0.3119983511577868,87211.0,0.0,Reesechester,DE,Antigua and Barbuda,2.0,1,Low
5007,20,Female,High School,Widowed,97001.0,639.0,28038.0,Personal,Employed,0,Excellent,0.1841555123458324,221196.0,0.0,Kentbury,NM,Syrian Arab Republic,1.0,0,Low
5008,47,Male,PhD,Married,101664.0,603.0,49634.0,Home,Unemployed,7,Excellent,0.4743525989443561,172928.0,2.0,East Ashley,AR,Niue,2.0,0,Medium
5010,68,Male,Master's,Single,23372.0,711.0,47471.0,Auto,Unemployed,2,Poor,0.3781854540493532,105431.0,0.0,East Christopher,AZ,New Caledonia,0.0,2,High
5012,26,Male,High School,Divorced,84823.0,638.0,10910.0,Business,Self-employed,3,Good,0.4880665322139577,186680.0,0.0,West Annburgh,NC,Venezuela,3.0,1,Medium
5013,19,Non-binary,Master's,Divorced,27509.0,695.0,41472.0,Personal,Unemployed,12,Excellent,0.244280494112323,202553.0,4.0,Georgeton,AS,Guinea,1.0,2,Medium
5014,33,Non-binary,High School,Widowed,80746.0,755.0,41549.0,Personal,Self-employed,4,Fair,0.2236579980939832,159574.0,0.0,Vargaston,MD,Western Sahara,1.0,1,Low
5017,28,Non-binary,PhD,Divorced,113812.0,746.0,30454.0,Business,Employed,12,Poor,0.3740316882771963,129584.0,1.0,West Dannystad,NH,Netherlands Antilles,4.0,1,Low
5018,25,Male,Bachelor's,Married,23685.0,645.0,11305.0,Home,Self-employed,8,Fair,0.2495925968816618,153499.0,3.0,Jacksontown,UT,Romania,1.0,0,Low
5020,64,Male,Bachelor's,Single,69766.0,786.0,18225.0,Business,Self-employed,0,Fair,0.4609561484957606,266355.0,2.0,Austinview,MP,Saint Vincent and the Grenadines,0.0,0,Low
5022,19,Male,Master's,Married,83878.0,677.0,22185.0,Home,Self-employed,19,Good,0.5141850712391518,159423.0,2.0,Christinashire,OH,Turks and Caicos Islands,4.0,2,Medium
5023,42,Non-binary,High School,Married,110085.0,739.0,45168.0,Business,Employed,3,Excellent,0.2603358886220651,69790.0,0.0,Port David,OR,Palau,4.0,2,Low
5024,57,Non-binary,Bachelor's,Single,85270.0,678.0,30572.0,Home,Self-employed,8,Fair,0.3371932681624063,238405.0,0.0,Owenside,CA,French Polynesia,3.0,2,Medium
5025,28,Male,Bachelor's,Married,56091.0,739.0,45130.0,Auto,Employed,16,Good,0.5322756165253558,176368.0,4.0,Elizabethburgh,CT,Colombia,0.0,0,Medium
5026,62,Male,Master's,Widowed,48183.0,764.0,30923.0,Auto,Unemployed,19,Fair,0.3584988154562986,271579.0,4.0,West Lorettaton,KS,Philippines,1.0,2,Low
5028,33,Male,PhD,Divorced,64688.0,710.0,21656.0,Auto,Unemployed,12,Good,0.1776926994109294,65176.0,0.0,Lake Joanna,MH,Kiribati,2.0,2,High
5030,33,Female,High School,Widowed,68063.0,792.0,16333.0,Business,Self-employed,18,Fair,0.3250381939581196,137463.0,4.0,Michaelhaven,MI,Malta,0.0,0,Low
5032,64,Male,Bachelor's,Married,68865.0,652.0,10871.0,Home,Employed,19,Excellent,0.2618228444175082,61829.0,4.0,Port Robertport,MD,Morocco,3.0,2,Medium
5033,48,Male,PhD,Divorced,79051.0,710.0,7543.0,Business,Self-employed,18,Excellent,0.3179608304952743,281996.0,4.0,Michaelchester,WA,Armenia,4.0,1,Low
5035,29,Male,Bachelor's,Divorced,63023.0,650.0,28457.0,Business,Self-employed,3,Poor,0.5952060877301998,212526.0,0.0,Maryburgh,AR,Saint Pierre and Miquelon,0.0,2,Medium
5037,52,Male,Master's,Married,114079.0,641.0,42680.0,Home,Employed,10,Fair,0.5495026554069139,226391.0,2.0,New Marcchester,MT,Bolivia,0.0,1,Low
5038,37,Non-binary,Bachelor's,Single,106512.0,689.0,46229.0,Personal,Employed,13,Poor,0.3471298055520473,82012.0,0.0,Lake Charles,GA,Turkmenistan,0.0,1,Low
5039,67,Male,PhD,Single,110731.0,662.0,26339.0,Personal,Unemployed,13,Good,0.3342478684290341,74433.0,4.0,Snyderville,KY,Rwanda,3.0,2,Medium
5040,35,Male,High School,Single,96043.0,760.0,20191.0,Personal,Employed,0,Excellent,0.5216487787161432,27218.0,3.0,New Sandra,PR,Pitcairn Islands,3.0,1,Medium
5041,61,Non-binary,Bachelor's,Married,111818.0,782.0,46277.0,Personal,Unemployed,5,Good,0.3112570694850777,263264.0,4.0,East Isaac,MN,Estonia,3.0,2,Medium
5042,20,Non-binary,Master's,Widowed,105917.0,611.0,35627.0,Personal,Self-employed,12,Excellent,0.477812492058685,87912.0,0.0,New Lorettaberg,OH,United States Minor Outlying Islands,0.0,1,Medium
5047,67,Non-binary,High School,Widowed,28109.0,725.0,45290.0,Business,Employed,19,Poor,0.1057113902222056,271959.0,1.0,Scottbury,IL,Nepal,4.0,2,Low
5048,30,Female,Bachelor's,Divorced,67198.0,788.0,40789.0,Business,Unemployed,2,Good,0.5946912411365236,201682.0,3.0,Patrickberg,MO,Jordan,0.0,1,Low
5050,49,Non-binary,Master's,Single,57867.0,743.0,33678.0,Personal,Self-employed,15,Good,0.334333289257915,63518.0,0.0,Rubenmouth,OH,United States Minor Outlying Islands,1.0,0,Medium
5054,33,Male,High School,Single,60912.0,629.0,11333.0,Home,Employed,12,Poor,0.2272048797409776,176881.0,3.0,South Garychester,VA,Gambia,2.0,1,Medium
5055,49,Female,Master's,Divorced,28915.0,619.0,10605.0,Personal,Self-employed,11,Poor,0.3975577431293121,122499.0,2.0,Clarkberg,AL,Andorra,1.0,1,Medium
5056,51,Non-binary,Master's,Single,27636.0,670.0,27624.0,Auto,Self-employed,3,Excellent,0.4107880251904948,148385.0,4.0,Brandonview,IN,Niger,0.0,2,High
